,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1194,Color,Michael Mann,89,117,0,322,Terry Kinney,855,72455275,Action|Adventure|Drama|Romance|War,Wes Studi,The Last of the MohicansÎ_,113068,2144,Eric Schweig,1,18th century|based on novel|colonel|french and indian war|revenge,382,English,USA,R,40000000,1992,363,7.8,2.35,0
1195,Color,Taylor Hackford,209,178,138,748,Curtis Armstrong,904,75305995,Biography|Drama|Music,Bokeem Woodbine,RayÎ_,110394,5074,Harry Lennix,0,1950s|1960s|racism|rhythm and blues|singer,433,English,USA,PG-13,40000000,2004,876,7.7,1.85,0
1197,Color,Pete Travis,235,90,38,882,Edgar Ram’_rez,2000,72266306,Crime|Drama|Mystery|Thriller,Dennis Quaid,Vantage PointÎ_,127528,6775,William Hurt,4,explosion|multiple perspectives|president|secret service|shooting,422,English,USA,PG-13,40000000,2008,897,6.6,2.35,0
1198,Color,John Hamburg,215,105,29,257,Jon Favreau,24000,71347010,Comedy|Romance,J.K. Simmons,"I Love You, ManÎ_",166194,28928,Jane Curtin,2,bromance|friend|gay brother|homosexual subtext|wedding,215,English,USA,R,40000000,2009,4000,7.1,1.85,0
1199,Color,Bobby Farrelly,109,114,101,398,Bruce McGill,700,70836296,Comedy|Drama|Fantasy|Romance,Jason Alexander,Shallow HalÎ_,109445,2842,Susan Ward,2,dying|friend|inner beauty|love|self help guru,426,English,USA,PG-13,40000000,2001,655,5.9,1.85,0
1200, Black and White,Oliver Stone,125,206,0,4,Jay O. Sanders,433,70405498,Drama|History|Thriller,Sally Kirkland,JFKÎ_,113472,698,Cheryl Penland,1,death|gay slur|homosexuality|investigation|president,442,English,France,R,40000000,1991,256,8,2.35,0
1201,Color,John Whitesell,65,99,14,633,Nia Long,17000,70163652,Comedy|Crime,Chlo’â Grace Moretz,Big Mommas House 2Î_,31968,19334,Marisol Nichols,0,cheerleading|fbi|fbi agent|nanny|undercover,82,English,USA,PG-13,40000000,2006,826,4.6,1.85,663
1202,Color,Gore Verbinski,125,123,563,8000,Brad Pitt,24000,66808615,Adventure|Comedy|Crime|Romance,J.K. Simmons,The MexicanÎ_,87351,43917,Julia Roberts,0,curse|hostage|mexico|pistol|vomiting,344,English,USA,R,34000000,2001,11000,6.1,2.35,2000
1204,Color,Burr Steers,191,102,23,651,Hunter Parrish,2000,64149837,Comedy|Drama|Family|Fantasy|Romance,Matthew Perry,17 AgainÎ_,146899,7009,Thomas Lennon,1,adult as child|father son relationship|high school student|janitor|school,185,English,USA,PG-13,20000000,2009,2000,6.4,2.35,0
1205,Color,Nick Cassavetes,191,109,415,119,Kate Upton,982,83906114,Comedy|Romance,Don Johnson,The Other WomanÎ_,104481,2357,David Thornton,2,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,189,English,USA,PG-13,40000000,2014,971,6,2.35,16000
1206,Color,David R. Ellis,221,82,160,748,Andrew Fiscella,164000,66466372,Horror,Krista Allen,The Final DestinationÎ_,75345,303717,Shantel VanSanten,0,attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,290,English,USA,R,40000000,2009,137000,5.2,2.35,0
1208,Color,John Moore,131,106,212,389,David Keith,578,59068786,Action|Drama|Thriller|War,Joaquim de Almeida,Behind Enemy LinesÎ_,86902,2544,Sam Jaeger,2,battle|massacre|navigator|navy|rescue,411,English,USA,pg      13,40000000,2001,563,6.4,2.35,0
1210,Color,Peter Chelsom,118,106,23,418,Nick Cannon,1000,57887882,Comedy|Drama|Romance,Lisa Ann Walter,Shall We DanceÎ_,35508,2325,Omar Benson Miller,2,dance|dance competition|dance lesson|love|teacher,211,English,USA,PG-13,50000000,2004,593,6.1,1.85,0
1211,Color,Joe Dante,100,108,287,823,Denis Leary,4000,53955614,Action|Adventure|Comedy|Family|Sci-Fi,Kirsten Dunst,Small SoldiersÎ_,77415,8610,Robert Picardo,0,action figure|battle|computer|military|toy,139,English,USA,PG-13,40000000,1998,835,6.1,2.35,0
1212,Color,Mark A.Z. Dipp’©,70,98,20,968,Frank Welker,2000,54967359,Action|Horror,Michael Jai White,SpawnÎ_,52805,7039,Miko Hughes,0,based on comic|based on comic book|dark hero|image comics|superhero,209,English,USA,R,40000000,1997,2000,5.2,1.85,0
1213,Color,Kevin Reynolds,138,131,58,720,James Frain,15000,54228104,Action|Adventure|Drama|Romance|Thriller,Henry Cavill,The Count of Monte CristoÎ_,104991,17152,Michael Wincott,1,count|escape|island|revenge|sailor,544,English,UK,PG-13,35000000,2002,1000,7.7,1.85,0
1214,Color,Brad Furman,274,118,65,638,Margarita Levieva,11000,57981889,Crime|Drama|Thriller,Matthew McConaughey,The Lincoln LawyerÎ_,173848,13943,Frances Fisher,1,defense attorney|defense lawyer|lawyer|plot twist|prostitute,203,English,USA,R,40000000,2011,980,7.3,2.35,25000
1215,Color,Jaume Collet-Serra,349,113,174,767,Frank Langella,14000,61094903,Action|Mystery|Thriller,Liam Neeson,UnknownÎ_,210542,17152,Aidan Quinn,3,agriculture|airport|amnesia|nurse|scientist,332,English,UK,PG-13,30000000,2011,903,6.9,2.35,29000
1217,Color,Sean Anders,196,116,51,465,Christoph Waltz,18000,54414716,Comedy|Crime,Kevin Spacey,Horrible Bosses 2Î_,114294,30571,Lindsay Sloane,7,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,187,English,USA,R,42000000,2014,11000,6.3,2.35,12000
1218,Color,Cal Brunker,83,89,7,91,Paul Scheer,3000,57011847,Adventure|Animation|Comedy|Family|Sci-Fi,Brendan Fraser,Escape from Planet EarthÎ_,20615,3361,Jonathan Morgan Heit,2,alien|cult film|mission control|product placement|rescue,44,English,USA,PG,40000000,2013,190,5.9,2.35,0
1219,Color,Mel Gibson,283,139,0,19,Dalia Hern’çndez,708,50859889,Action|Adventure|Drama|Thriller,Rudy Youngblood,ApocalyptoÎ_,236000,848,Jonathan Brewer,0,jaguar|mayan|solar eclipse|tribe|village,1043,Maya,USA,R,40000000,2006,78,7.8,1.85,14000
1220,Color,John Glen,105,130,46,162,Desmond Llewelyn,387,51185897,Action|Adventure|Thriller,Joe Don Baker,The Living DaylightsÎ_,69457,1233,Art Malik,1,british agent|defection|escape|kgb|soviet general,271,English,UK,PG,30000000,1987,244,6.7,2.35,0
1221,Color,Nimr’_d Antal,351,107,190,520,Alice Braga,2000,52000688,Action|Adventure|Sci-Fi|Thriller,Topher Grace,PredatorsÎ_,171418,4243,Derek Mears,0,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,619,English,USA,R,40000000,2010,1000,6.4,2.35,17000
1222,Color,Ivan Reitman,16,116,425,204,Debra Winger,954,49851591,Comedy|Crime|Romance,Brian Dennehy,Legal EaglesÎ_,7900,2179,Roscoe Lee Browne,3,judicial|judiciary|lawyer|murder|painting,34,English,USA,PG,40000000,1986,568,5.9,2.35,263
1223,Color,David Koepp,195,96,192,501,Charles S. Dutton,40000,47781388,Mystery|Thriller,Johnny Depp,Secret WindowÎ_,147504,41293,Timothy Hutton,1,adultery|extramarital affair|infidelity|unfaithfulness|writer,531,English,USA,PG-13,40000000,2004,534,6.6,2.35,0
1224,Color,Alejandro Agresti,175,99,18,211,Dylan Walsh,18000,52320979,Drama|Fantasy|Romance,Keanu Reeves,The Lake HouseÎ_,114321,18693,Ebon Moss-Bachrach,0,house|lake|letter|love across time|parallel time,548,English,USA,PG,40000000,2006,426,6.8,2.35,0
1225, Black and White,Iain Softley,193,104,34,280,Deneen Tyler,545,47806295,Horror|Mystery|Thriller,Gena Rowlands,The Skeleton KeyÎ_,87447,1274,Joy Bryant,0,attic|bound and gagged|hoodoo|secret|southern gothic,371,English,USA,PG-13,43000000,2005,351,6.5,2.35,0
1226,Color,Peter Hedges,169,105,54,988,Odeya Rush,3000,51853450,Comedy|Drama|Family|Fantasy,Jennifer Garner,The Odd Life of Timothy GreenÎ_,37398,9069,Common,0,dodgeball|portrait|soccer|soccer game|young love,110,English,USA,PG,25000000,2012,2000,6.6,1.85,11000
1227,Color,Paul Weiland,128,101,10,681,Beau Garrett,1000,46012734,Comedy|Romance,Busy Philipps,Made of HonorÎ_,54421,4298,Kevin Sussman,2,friend|love|maid|maid of honor|marriage,101,English,USA,PG-13,40000000,2008,689,5.8,2.35,3000
1228,Color,Clint Eastwood,249,134,16000,235,Steve Schirripa,880,47034272,Biography|Drama|Music|Musical,Johnny Cannizzaro,Jersey BoysÎ_,25465,2281,Scott Vance,1,band|music group|musical quartet|singer|song,190,English,USA,R,40000000,2014,413,6.9,2.35,16000
1229,Color,Francis Ford Coppola,91,135,0,913,Dean Stockwell,13000,45856732,Crime|Drama|Thriller,Matt Damon,The RainmakerÎ_,46221,16762,Virginia Madsen,1,courtroom|domestic violence|insurance company|lawyer|underdog,141,English,USA,PG-13,40000000,1997,936,7.1,2.35,0
1230,Color,Mathieu Kassovitz,207,98,326,416,Charles S. Dutton,21000,59588068,Horror|Mystery|Thriller,Robert Downey Jr.,GothikaÎ_,89557,22318,Bernard Hill,1,memory|murder|patient|psychiatrist|the devil,376,English,USA,restricteed,40000000,2003,534,5.8,1.85,0
1231,Color,Steven Spielberg,77,155,14000,11000,Morgan Freeman,12000,44175394,Drama|History,Anthony Hopkins,AmistadÎ_,56509,37570,Matthew McConaughey,2,courtroom|mutiny|ship|slave ship|slave trade,227,English,USA,R,36000000,1997,11000,7.2,1.85,0
1232,Color,John McTiernan,25,106,323,0,Jos’© Wilker,472,45500797,Adventure|Drama|Romance,Lorraine Bracco,Medicine ManÎ_,17443,519,Sean Connery,2,cancer|environment|gas chromatograph|jungle|nature,56,English,USA,PG-13,40000000,1992,47,6,2.35,694
1233,Color,Colin Strause,211,102,25,473,Johnny Lewis,1000,41797066,Action|Horror|Sci-Fi|Thriller,Sam Trammell,Aliens vs. Predator: RequiemÎ_,92789,4324,Ian Whyte,0,alien|escape|hunting|hybrid|predator,998,English,USA,R,40000000,2007,741,4.7,2.35,0
1234,Color,Donald Petrie,19,95,80,287,John Larroquette,3000,38087756,Comedy|Family,Macaulay Culkin,RiÎ¢hie RiÎ¢hÎ_,49612,4634,Jonathan Hyde,1,attempted murder|based on comic book|escape from prison|lost at sea|wealth,39,English,USA,PG,40000000,1994,450,5.2,1.85,0
1235,Color,Joan Chen,101,103,643,586,Sam Trammell,24000,37752931,Drama|Romance,J.K. Simmons,Autumn in New YorkÎ_,20201,26938,Elaine Stritch,2,may december romance|new york|new york city|rockefeller center|title directed by female,180,English,USA,PG-13,40000000,2000,1000,5.5,1.85,0
1237,Color,Greg Mottola,342,109,99,57,Nelson Ascencio,176,37371385,Adventure|Comedy|Sci-Fi,Bobby Lee,PaulÎ_,192462,390,Jeremy Owen,0,alien|geek|nerd|road trip|ufo,334,English,USA,R,40000000,2011,61,7,2.35,42000
1238,Color,Anne Fletcher,147,95,98,78,Tom Virtue,405,37101011,Comedy|Drama,Miriam Margolyes,The Guilt TripÎ_,30394,1070,Julene Renee,1,cross country|love|mother son relationship|on the road|trip,103,English,USA,PG-13,40000000,2012,358,5.8,2.35,0
1239,Color,Wes Craven,420,111,0,687,Aimee Teegarden,2000,38176892,Horror|Mystery,Alison Brie,Scream 4Î_,104119,4486,Shenae Grimes-Beech,0,author|book|deputy|murder|sheriff,518,English,USA,R,40000000,2011,741,6.2,2.35,26000
1240,Color,Joel Schumacher,138,123,541,173,Chris Bauer,12000,36283504,Mystery|Thriller,Nicolas Cage,8MMÎ_,104564,12970,Anthony Heald,1,investigation|obsession|private eye|private investigator|snuff film,587,English,Germany,R,40000000,1999,638,6.5,2.35,0
1241,Color,Oliver Stone,82,140,0,552,Kevin Dillon,720,35183792,Biography|Drama|Music|Musical,Michael Wincott,The DoorsÎ_,68159,3044,Kathleen Quinlan,1,death|paris france|rock band|singer|the doors,209,English,USA,R,38000000,1991,576,7.2,2.35,0
1242,Color,Jake Kasdan,201,94,52,214,Randall Park,683,38543473,Comedy,James Wilcox,Sex TapeÎ_,84382,1488,Nat Faxon,2,sex in a car|sex video|sexual desire|sexuality|undressing,158,English,USA,R,40000000,2014,392,5.1,1.85,0
1243,Color,Diane Keaton,82,94,0,235,Celia Weston,374,36037909,Comedy|Drama,Adam Arkin,Hanging UpÎ_,10132,1238,Jesse James,3,actress|clown costume|magazine|party planner|soap opera actress,130,English,Germany,PG-13,60000000,2000,258,4.7,1.85,390
1244,Color,Steven Quale,277,92,77,495,Jacqueline MacInnes Wood,703,42575718,Horror,Emma Bell,Final Destination 5Î_,83788,3074,Courtney B. Vance,0,blood splatter|death|eyeball run over by car|latex gloves|suspension bridge,227,English,USA,R,40000000,2011,682,5.9,2.35,20000
1245,Color,Kelly Makin,90,102,6,584,Burt Young,711,33864342,Comedy|Crime|Romance,Jeanne Tripplehorn,Mickey Blue EyesÎ_,29968,2913,Vincent Pastore,1,auctioneer|fbi|mafia|mobster|painting,117,English,UK,PG-13,40000000,1999,683,5.8,1.85,445
1246,Color,Mimi Leder,157,123,75,754,Haley Joel Osment,18000,33508922,Drama,Kevin Spacey,Pay It ForwardÎ_,95860,23920,Angie Dickinson,2,alcoholism|boy|good deed|protective male|teacher,660,English,USA,PG-13,40000000,2000,3000,7.2,1.85,16000
1247,Color,Bobby Farrelly,124,104,101,223,KaDee Strickland,787,42071069,Comedy|Drama|Romance|Sport,Jimmy Fallon,Fever PitchÎ_,36223,1827,Ione Skye,1,baltimore orioles|boston red sox|promotion|ups|world series,208,English,USA,PG-13,30000000,2005,299,6.2,2.35,0
1248,Color,Steven Brill,146,102,65,490,Shaun Weiss,1000,32853640,Comedy|Drama,Lisa Ann Walter,Drillbit TaylorÎ_,50199,3239,Matt Walsh,1,bodyguard|bully|generation y|high school|nerd,101,English,USA,PG-13,40000000,2008,613,5.7,2.35,702
1249,Color,Seth MacFarlane,303,136,3000,3000,Charlize Theron,14000,42615685,Comedy|Western,Liam Neeson,A Million Ways to Die in the WestÎ_,136093,28927,Seth MacFarlane,3,dancing sheep|fetish|musical scene|racial humor|snake poison,416,English,USA,R,40000000,2014,9000,6.1,2.35,24000
1250,Color,Russell Mulcahy,70,93,85,510,Peter Boyle,924,32055248,Action|Adventure|Crime|Fantasy|Mystery|Thriller,Jonathan Winters,The ShadowÎ_,18723,2711,John Kapelos,0,1930s|bomb|city|invisibility|the shadow,146,English,USA,PG-13,25000000,1994,595,6,1.85,0
1251,Color,Stephen Daldry,283,129,335,64,Thomas Horn,15000,31836745,Adventure|Drama|Mystery,Tom Hanks,Extremely Loud & Incredibly CloseÎ_,81298,15595,Stephen Henderson,1,fear|mourning|mute|quest|revelation,341,English,USA,PG-13,40000000,2011,467,6.9,2.35,39000
1252,Color,Roger Michell,212,107,50,58,Patti DArbanville,293,30993544,Comedy|Drama|Romance,Noah Bean,Morning GloryÎ_,58871,621,Vanessa Aspillaga,0,job offer|roller coaster|slow motion action scene|slow motion sequence|television,156,English,USA,PG-13,40000000,2010,117,6.5,2.35,0
1253,Color,Jim Sheridan,98,117,260,441,Bill Duke,1000,30981850,Biography|Crime|Drama|Music,50 Cent,Get Rich or Die TryinÎ_,35834,3969,Marc John Jefferies,0,male frontal nudity|male pubic hair|prison|pubic hair|violence,284,English,USA,R,40000000,2005,1000,5,2.35,0
1254,Color,Christian Duguay,110,116,18,249,Cary-Hiroyuki Tagawa,2000,30199105,Action|Adventure|Crime|Thriller,Michael Biehn,The Art of WarÎ_,25346,3753,Anne Archer,0,blood splatter|fbi|murder|secretary general|united nations,167,English,USA,R,40000000,2000,1000,5.7,2.35,470
1255,Color,Chris Columbus,146,135,0,715,David Fine,3000,29077547,Drama|Musical|Romance,Rosario Dawson,RentÎ_,41685,5917,Jesse L. Martin,1,aids|hiv positive|lawyer|new york city|roommate,754,English,USA,PG-13,40000000,2005,1000,7,2.35,3000
1256,Color,Chuck Russell,100,107,55,294,Jimmy Smits,3000,29374178,Crime|Drama|Horror|Thriller,Rufus Sewell,Bless the ChildÎ_,12093,4565,Angela Bettis,0,easter|fbi|luminol|nurse|omen,188,English,USA,R,40000000,2000,941,5.1,2.35,394
1257,Color,Sam Weisman,62,90,39,210,Valerie Perri,607,28535768,Comedy,Oliver Hudson,The Out-of-TownersÎ_,10446,1335,Carlease Burke,2,job interview|manhattan new york city|new york city|remake|sausage,105,English,USA,PG-13,40000000,1999,322,5.3,1.85,279
1259,Color,Peter Hyams,107,104,0,327,Justin Chambers,964,27053815,Action|Adventure|Romance,Catherine Deneuve,The MusketeerÎ_,12856,2888,Stephen Rea,0,guard|king|murder|musketeer|swordsman,291,English,Germany,PG-13,40000000,2001,931,4.7,2.35,299
1260,Color,Justin Chadwick,169,115,56,19000,Scarlett Johansson,20000,26814957,Biography|Drama|History|Romance,Natalie Portman,The Other Boleyn GirlÎ_,84357,77823,Benedict Cumberbatch,3,children|court|king|king henry viii|love,252,English,UK,PG-13,35000000,2008,19000,6.7,1.85,0
1261,Color,Pat OConnor,94,119,7,903,Charlize Theron,18000,25178165,Drama|Romance,Keanu Reeves,Sweet NovemberÎ_,70292,29484,Frank Langella,1,advertising|cancer|dog|san francisco california|terminal illness,274,English,USA,PG-13,40000000,2001,9000,6.7,1.85,8000
1262,Color,Stephen Hopkins,190,99,81,135,Andrea Frankle,327,25117498,Horror|Thriller,Stephen Rea,The ReapingÎ_,37412,960,William Ragsdale,0,biblical plague|louisiana|missionary|plague|small town,178,English,USA,R,40000000,2007,253,5.7,2.35,0
1264,Color,Penny Marshall,12,128,545,353,Cliff Robertson,783,24332324,Comedy|Drama,Ed Begley Jr.,Renaissance ManÎ_,13830,3126,Lillo Brancato,1,army|basic training|reference to shakespeares hamlet|teacher|u.s. army,61,English,USA,PG-13,40000000,1994,754,6.1,1.85,680
1265,Color,Olivier Megaton,201,112,118,674,Callum Blue,877,36665854,Action|Crime|Drama|Thriller,Jordi Moll’_,ColombianaÎ_,76498,3432,Jesse Borrego,0,female in a shower|female nudity|premarital sex|sex scene|woman wearing a miniskirt,203,English,France,PG-13,40000000,2011,738,6.4,2.35,15000
1266,Color,Frederik Du Chau,34,86,7,795,Jaleel White,10000,22717758,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Gary Oldman,The Magic Sword: Quest for CamelotÎ_,11156,14275,Eric Idle,0,camelot|dragon|excalibur|knight|sword,67,English,USA,G,40000000,1998,908,6.2,1.85,0
1267,Color,Michael Caton-Jones,104,108,105,616,James Franco,22000,22433915,Crime|Drama|Mystery|Thriller,Robert De Niro,City by the SeaÎ_,21319,34377,John Doman,1,beach|grandson|murder|new york city|police,166,English,USA,R,60000000,2002,11000,6.2,2.35,416
1268, Black and White,Irwin Winkler,55,128,34,685,Nathan Lane,978,22326247,Drama|Romance,Mira Sorvino,At First SightÎ_,11232,3821,Steven Weber,1,based on article|blindness|box office flop|massage therapist|regaining sight,106,English,USA,PG-13,60000000,1999,886,5.9,1.85,0
1270,Color,Harold Becker,50,111,17,889,Martin Landau,14000,20300000,Drama|Thriller,Al Pacino,City HallÎ_,16741,17877,Bridget Fonda,2,drug dealer|mayor|new york city|probation|scandal,60,English,USA,R,40000000,1996,940,6.2,1.85,309
1271,Color,Paul Verhoeven,181,131,719,683,Elizabeth Berkley,16000,20302961,Drama,Bobbie Phillips,ShowgirlsÎ_,49874,18913,Robert Davi,0,cult film|lap dance|lap dancing|stripper|striptease,450,English,France,NC-17,45000000,1995,893,4.6,2.35,0
1272,Color,Sofia Coppola,260,123,0,826,Shirley Henderson,4000,15962471,Biography|Drama|History|Romance,Kirsten Dunst,Marie AntoinetteÎ_,79892,7243,Rip Torn,1,austria|cake|france|queen|versailles,619,English,USA,PG-13,40000000,2006,887,6.4,1.85,0
1273,Color,Barbet Schroeder,40,101,58,497,Michael Rapaport,12000,14942422,Action|Crime|Thriller,Nicolas Cage,Kiss of DeathÎ_,14226,14008,Philip Baker Hall,3,beard|female nudity|police brutality|stripper|woman in lingerie,60,English,USA,R,40000000,1995,975,5.9,1.85,555
1274,Color,Stephen Kay,102,102,19,351,Miranda Richardson,13000,14967182,Action|Crime|Drama|Thriller,Sylvester Stallone,Get CarterÎ_,27305,14463,Lauren Lee Smith,1,affair|car crash|enforcer|funeral|murder,284,English,USA,R,40000000,2000,530,5.1,2.35,604
1277,Color,Wes Anderson,335,87,0,563,Meryl Streep,13000,20999103,Adventure|Animation|Comedy|Crime|Family,Bill Murray,Fantastic Mr. FoxÎ_,139114,24770,Helen McCrory,0,cider|farm|farmer|fox|tale,245,English,USA,PG,40000000,2009,11000,7.8,1.85,15000
1278,Color,Stephen Herek,86,103,65,311,Stockard Channing,11000,14448589,Comedy|Romance,Angelina Jolie Pitt,Life or Something Like ItÎ_,19364,12566,James Gammon,2,football|homeless man|interview|psychic|reporter,128,English,USA,PG-13,40000000,2002,944,5.8,2.35,835
1279,Color,John Carpenter,40,99,0,402,Michael McKean,782,14358033,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible ManÎ_,17365,2125,Patricia Heaton,2,accident|bar|chase|cia|laboratory,66,English,USA,PG-13,40000000,1992,658,5.9,2.35,630
1281,Color,Dennie Gordon,70,91,29,762,Bob Saget,976,14018364,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York MinuteÎ_,17722,3974,Riley Smith,1,dog|new york city|scholarship|senator|twin,111,English,USA,PG,30000000,2004,799,4.8,1.85,849
1282,Color,Charles Shyer,135,103,14,624,Nia Long,865,13395939,Comedy|Drama|Romance,Omar Epps,AlfieÎ_,43442,3639,Jane Krakowski,4,best friend|commitment|friend|limousine driver|one night stand,146,English,UK,R,60000000,2004,826,6.2,1.85,0
1283,Color,Ken Kwapis,125,107,42,171,Tim Blake Nelson,875,20113965,Biography|Drama|Romance,Ted Danson,Big MiracleÎ_,15231,1702,Andrew Daly,3,arctic circle|reporter|small town|volunteer|whale,66,English,USA,PG,40000000,2012,596,6.5,2.35,0
1284,Color,Ulu Grosbard,54,106,22,613,Treat Williams,2000,13376506,Drama,Alexa PenaVega,The Deep End of the OceanÎ_,10413,4327,Jonathan Jackson,1,basketball|boy|italian|kidnapping a child|reunion,111,English,USA,PG-13,40000000,1999,642,6.3,1.85,579
1286,Color,Paul Weitz,157,109,80,835,Salma Hayek,14000,13838130,Action|Adventure|Fantasy|Thriller,Josh Hutcherson,Cirque du Freak: The Vampires AssistantÎ_,35990,20503,Patrick Fugit,3,antidote|based on young adult novel|flyer|spider|vampire,157,English,USA,PG-13,40000000,2009,4000,5.9,2.35,0
1288,Color,Danny DeVito,78,89,0,500,Amber Valletta,1000,9652000,Comedy,Justin Theroux,DuplexÎ_,46205,3096,Harvey Fierstein,0,christmas|duplex|television|tenant|writer,147,English,USA,PG-13,40000000,2003,627,5.8,1.85,0
1290,Color,Jerry Jameson,32,119,5,249,Jason Robards,521,7000000,Action|Adventure|Drama|Thriller,M. Emmet Walsh,Raise the TitanicÎ_,2933,1883,Anne Archer,0,military|mineral|ocean|ship|titanic,70,English,UK,PG,36000000,1980,372,4.7,2.35,328
1292,Color,Christian Alvart,219,108,22,61,Dennis Quaid,12000,10326062,Action|Horror|Mystery|Sci-Fi|Thriller,Norman Reedus,PandorumÎ_,121432,14127,Eddie Rouse,0,future|mission|space|spaceship|survival,310,English,Germany,R,33000000,2009,2000,6.8,2.35,10000
1293,Color,Gary Fleder,83,102,39,259,Mekhi Phifer,1000,6114237,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,ImpostorÎ_,19986,2664,Tim Guinee,4,alien|android|bomb|future|weapon,207,English,USA,R,40000000,2001,1000,6.2,1.85,892
1295,Color,Jean-Marie Poir’©,61,84,8,219,Matt Ross,545,4777007,Comedy|Fantasy|Sci-Fi,Bridgette Wilson-Sampras,Just VisitingÎ_,15130,1149,John Aylward,3,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,98,English,France,PG-13,40000000,2001,248,5.8,2.35,565
1296,Color,Danny Boyle,308,107,0,167,Benedict Wong,11000,3675072,Adventure|Sci-Fi|Thriller,Chris Evans,SunshineÎ_,190132,11623,Troy Garity,0,astronaut|earth|future|icarus|sun,801,English,UK,Resricted,26000000,2007,372,7.3,2.35,15000
1297,Color,Brian Robbins,70,91,48,39,Lou Saliba,61,18438149,Comedy|Drama,John Gatins,A Thousand WordsÎ_,30842,222,Greg Collins,8,box office flop|buddhist|liar|literary agent|magical tree,93,English,USA,PG-13,40000000,2012,46,5.9,2.35,0
1299,Color,Pierre Morel,224,115,180,87,Mark Rylance,1000,10640645,Action|Crime|Drama|Mystery|Thriller,Ray Winstone,The GunmanÎ_,28429,1686,Jasmine Trinca,0,assassination|blood vomiting|death|hit squad|mercenary,110,English,USA,R,40000000,2015,535,5.8,2.35,0
1300,Color,Geoffrey Sax,66,93,13,173,Sophie Okonedo,15000,652526,Action|Adventure|Family|Thriller,Alex Pettyfer,Alex Rider: Operation StormbreakerÎ_,20201,15638,Ashley Walters,3,14 year old|british|gadget|spy|training,187,English,Germany,PG,40000000,2006,460,5.1,2.35,823
1301,Color,D.J. Caruso,253,105,154,502,Aaron Yoo,884,80050171,Drama|Mystery|Thriller,Sarah Roemer,DisturbiaÎ_,186982,2288,Jose Pablo Cantillo,0,binoculars|electronic tag|house arrest|neighbor|watching someone,491,English,USA,PG-13,20000000,2007,617,6.9,1.85,0
1302,Color,Iain Softley,79,107,34,472,Fisher Stevens,11000,7564000,Comedy|Crime|Drama|Thriller,Angelina Jolie Pitt,HackersÎ_,54650,13821,Lorraine Bracco,1,computer|computer virus|cyberpunk|fight the system|sexual fantasy,223,English,USA,PG-13,20000000,1995,922,6.2,2.35,12000
1303,Color,Richard Shepard,94,101,47,2,Zan Marolt,499,876671,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,The Hunting PartyÎ_,22010,504,Ljubomir Kerekes,2,bosnia|cia|fox|hunt|war criminal,90,English,USA,R,25000000,2007,3,6.9,2.35,0
1304, Black and White,Joel Coen,77,111,0,385,Bill Cobbs,1000,2869369,Comedy|Fantasy,Jennifer Jason Leigh,The Hudsucker ProxyÎ_,65474,2612,John Mahoney,2,art deco|board of directors|industry|mail|stock,211,English,UK,PG,30000000,1994,970,7.3,1.85,0
1305,Color,Peter Ho-Sun Chan,106,113,31,483,Takeshi Kaneshiro,5000,128978,Action|Drama|History|Romance|War,Jet Li,The WarlordsÎ_,22897,6267,Andy Lau,2,assassination|blood brother|dynasty|general|stabbing a woman,61,Mandarin,Hong Kong,R,40000000,2007,755,7.1,2.35,0
1306,Color,Sergey Bodrov,30,112,44,533,Kuno Becker,1000,77231,Drama|History|War,Jay Hernandez,Nomad: The WarriorÎ_,3322,2115,Jason Scott Lee,0,1800s|kazakhstan|nomad,32,Kazakh,France,R,25000000,2005,580,6,2.35,265
1310,Color,Alex Proyas,118,98,295,380,Bai Ling,720,50693162,Action|Drama|Fantasy,Michael Wincott,The CrowÎ_,136580,2630,David Patrick Kelly,0,back from the dead|crime boss|crow|gothic|vigilante,545,English,USA,R,23000000,1994,581,7.6,1.85,15000
1312,Color,Robert Schwentke,214,107,124,100,Brooklynn Proulx,152,63411478,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Travelers WifeÎ_,114925,568,Michelle Nolden,1,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,234,English,USA,PG-13,39000000,2009,142,7.1,2.35,13000
