last_evaluation_satisfaction_score,number_projects,average_montly_hours,time_spent_at_company,salary,IT,accounting,customer_support,hr,management,marketing,product_mng,product_support,rd,research,sales,support,technical,current_satisfaction_score
85,4,164,3,62000,0,0,0,0,0,0,0,0,0,0,1,0,0,57
64,4,190,4,104000,0,0,0,0,0,0,0,0,0,0,0,0,1,69
59,3,141,3,119000,0,0,0,0,0,0,1,0,0,0,0,0,0,68
79,3,160,3,120000,0,0,0,0,0,0,0,0,0,0,1,0,0,82
70,4,197,3,131000,0,0,0,0,0,0,0,0,0,0,1,0,0,86
50,4,160,3,132000,0,0,0,0,0,0,0,0,0,0,0,1,0,54
85,4,231,3,69000,0,0,0,0,0,0,1,0,0,0,0,0,0,88
67,4,184,3,58000,0,0,0,0,0,1,0,0,0,0,0,0,0,56
67,4,139,3,105000,0,0,0,0,0,0,0,0,0,0,0,0,1,83
53,4,224,4,112000,0,0,0,0,0,0,0,0,0,0,0,1,0,75
55,4,202,3,115000,1,0,0,0,0,0,0,0,0,0,0,0,0,58
59,4,214,3,61000,0,0,0,0,0,0,0,0,0,0,0,0,1,50
71,3,150,3,137000,0,0,0,0,0,0,0,0,0,0,0,1,0,82
79,3,141,3,66000,0,1,0,0,0,0,0,0,0,0,0,0,0,62
67,4,192,3,135000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
81,3,232,4,71000,0,0,0,0,0,0,0,0,1,0,0,0,0,86
56,3,167,4,123000,0,1,0,0,0,0,0,0,0,0,0,0,0,77
65,4,266,3,115000,0,0,0,0,0,0,0,0,0,0,1,0,0,50
66,4,202,4,126000,0,0,0,0,0,0,0,0,0,0,0,0,1,72
65,4,163,3,59000,0,0,0,0,0,0,0,0,1,0,0,0,0,59
93,4,233,3,102000,1,0,0,0,0,0,0,0,0,0,0,0,0,63
56,4,185,3,119000,0,0,0,0,0,0,0,0,0,0,1,0,0,66
94,4,239,3,56000,0,0,0,0,0,0,0,0,0,0,0,0,1,69
56,3,216,3,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,76
75,3,169,3,57000,1,0,0,0,0,0,0,0,0,0,0,0,0,64
85,4,204,3,133000,0,0,0,0,0,0,0,0,0,0,1,0,0,65
70,4,157,4,128000,0,0,0,0,0,0,0,0,0,0,0,1,0,65
53,3,179,3,59000,0,0,0,0,0,0,0,0,0,0,0,1,0,72
50,4,224,4,62000,0,0,0,0,0,0,0,0,0,0,0,1,0,73
79,4,263,3,108000,0,0,0,0,0,1,0,0,0,0,0,0,0,75
86,3,249,3,73000,0,0,0,0,0,0,0,0,0,0,1,0,0,75
89,4,169,4,68000,0,0,0,0,0,0,0,0,0,0,0,1,0,66
73,4,186,3,62000,0,0,0,0,0,0,0,0,0,0,0,1,0,81
84,4,251,4,73000,0,0,0,0,1,0,0,0,0,0,0,0,0,59
63,4,241,4,129000,0,0,0,0,0,1,0,0,0,0,0,0,0,72
61,3,251,3,101000,0,0,0,0,0,0,0,0,0,0,0,1,0,48
50,4,216,3,110000,0,0,0,0,0,0,0,0,0,0,1,0,0,74
78,3,162,3,115000,0,0,0,0,0,0,0,0,0,0,0,0,1,76
84,3,233,3,63000,1,0,0,0,0,0,0,0,0,0,0,0,0,78
50,3,141,3,127000,1,0,0,0,0,0,0,0,0,0,0,0,0,77
63,4,232,3,65000,0,1,0,0,0,0,0,0,0,0,0,0,0,52
59,3,141,3,60000,0,0,0,0,0,0,0,0,1,0,0,0,0,59
90,3,169,3,64000,0,0,0,0,0,0,0,0,0,0,0,0,1,91
83,4,208,3,73000,1,0,0,0,0,0,0,0,0,0,0,0,0,86
87,3,181,3,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,73
54,4,164,3,56000,0,0,0,0,0,0,0,0,0,0,0,1,0,82
78,4,263,3,62000,1,0,0,0,0,0,0,0,0,0,0,0,0,84
59,4,214,3,66000,0,0,0,0,0,0,0,0,0,0,0,0,1,50
60,3,242,3,103000,0,0,0,0,0,0,0,0,0,0,0,0,1,60
58,3,141,3,60000,0,0,0,1,0,0,0,0,0,0,0,0,0,51
77,4,262,4,61000,0,0,0,0,0,0,0,0,0,0,0,0,1,84
86,3,231,3,60000,0,0,0,0,0,0,0,0,0,0,1,0,0,81
59,4,201,3,137000,0,0,0,0,0,0,0,0,0,0,1,0,0,60
76,3,264,3,138000,0,0,0,0,0,0,0,0,0,0,0,0,1,59
84,3,266,3,71000,0,1,0,0,0,0,0,0,0,0,0,0,0,88
73,4,197,3,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,68
88,4,206,4,131000,0,0,0,1,0,0,0,0,0,0,0,0,0,76
56,3,199,4,64000,0,0,0,0,0,0,0,0,0,0,1,0,0,85
60,4,141,3,71000,0,0,0,0,0,1,0,0,0,0,0,0,0,54
65,3,226,3,126000,0,0,0,0,0,0,0,0,0,0,1,0,0,49
91,3,184,3,58000,0,0,0,0,0,0,0,0,1,0,0,0,0,81
65,3,241,3,58000,0,0,0,0,0,0,0,0,0,0,1,0,0,53
59,3,164,3,105000,0,0,0,0,0,0,0,0,0,0,0,0,1,52
65,4,172,3,73000,0,1,0,0,0,0,0,0,0,0,0,0,0,80
84,3,170,4,68000,0,0,0,0,0,0,0,0,0,0,0,1,0,66
78,3,252,3,107000,0,0,0,0,0,0,0,0,0,0,0,1,0,78
65,3,226,3,133000,0,0,0,0,0,0,0,0,0,0,0,1,0,59
94,3,172,3,109000,0,0,0,0,1,0,0,0,0,0,0,0,0,63
59,4,139,3,56000,0,0,0,0,1,0,0,0,0,0,0,0,0,79
51,3,172,3,113000,0,0,0,0,0,0,0,0,0,0,0,0,1,78
52,4,207,3,105000,1,0,0,0,0,0,0,0,0,0,0,0,0,67
92,3,207,4,56000,0,0,0,0,0,0,0,0,0,0,1,0,0,53
63,4,158,3,131000,0,0,0,0,0,0,0,0,0,0,0,0,1,78
56,4,238,4,127000,0,0,0,0,0,0,1,0,0,0,0,0,0,71
91,3,240,3,73000,0,0,0,0,0,0,0,0,0,0,1,0,0,50
74,4,174,3,69000,0,1,0,0,0,0,0,0,0,0,0,0,0,60
55,4,261,3,113000,0,0,0,0,0,0,0,0,0,0,1,0,0,22
58,3,192,3,126000,0,0,0,0,0,0,0,0,0,0,0,0,1,57
60,4,206,3,112000,0,0,0,0,0,0,0,0,0,0,1,0,0,78
50,4,245,3,102000,0,0,0,0,0,0,0,0,0,0,0,1,0,72
83,3,151,3,65000,1,0,0,0,0,0,0,0,0,0,0,0,0,90
85,4,162,3,125000,0,0,0,0,0,0,0,0,0,0,1,0,0,58
89,3,202,3,111000,0,0,0,0,0,0,0,0,0,0,1,0,0,66
63,4,217,3,110000,0,0,0,0,0,0,0,0,0,0,0,0,1,69
91,3,195,3,120000,0,0,0,0,0,0,0,0,0,0,1,0,0,62
85,3,199,3,56000,0,0,0,0,0,0,1,0,0,0,0,0,0,68
73,4,185,3,71000,0,0,0,0,0,0,0,0,0,0,1,0,0,49
80,3,192,3,63000,0,0,0,0,0,1,0,0,0,0,0,0,0,55
58,4,212,3,74000,0,0,0,0,0,0,0,0,0,0,1,0,0,87
85,4,142,3,106000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
56,4,157,3,106000,1,0,0,0,0,0,0,0,0,0,0,0,0,51
53,3,181,4,69000,0,1,0,0,0,0,0,0,0,0,0,0,0,45
63,3,167,3,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,85
58,4,233,4,72000,0,0,0,0,0,0,0,0,0,0,0,1,0,59
94,4,189,3,111000,0,0,0,0,0,0,0,0,0,0,1,0,0,87
94,4,235,3,124000,0,0,0,0,1,0,0,0,0,0,0,0,0,69
57,4,220,3,145000,0,0,0,0,0,0,0,0,0,0,1,0,0,55
93,3,226,3,57000,0,0,0,0,0,0,0,0,0,0,1,0,0,49
69,3,236,4,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,69
56,3,255,3,142000,0,0,0,0,0,0,0,0,0,0,0,1,0,76
70,4,139,3,56000,1,0,0,0,0,0,0,0,0,0,0,0,0,78
94,3,172,3,109000,0,0,0,0,1,0,0,0,0,0,0,0,0,63
72,4,264,3,72000,0,0,0,0,0,0,0,0,0,0,0,1,0,59
72,4,168,4,132000,0,0,0,0,1,0,0,0,0,0,0,0,0,59
88,3,261,3,141000,0,0,0,0,0,1,0,0,0,0,0,0,0,60
75,3,258,3,103000,0,0,0,0,0,0,0,0,0,0,0,0,1,87
92,3,225,3,102000,0,0,0,0,1,0,0,0,0,0,0,0,0,72
85,3,243,4,103000,0,0,0,0,0,0,0,0,0,0,0,0,1,68
64,4,217,3,56000,0,0,0,0,0,0,0,0,0,0,1,0,0,90
52,4,215,3,59000,0,0,0,0,0,0,0,0,0,0,0,1,0,73
69,3,263,3,123000,0,0,0,0,0,0,0,0,0,0,1,0,0,85
87,4,144,3,73000,0,0,0,0,0,0,0,0,0,0,0,1,0,87
54,3,196,3,64000,0,0,0,0,0,0,0,0,0,0,0,1,0,54
67,3,226,3,145000,0,0,0,0,0,0,0,0,0,0,1,0,0,89
62,4,242,3,58000,0,0,0,0,0,0,0,0,0,0,1,0,0,83
59,3,215,3,114000,0,0,0,0,0,0,0,0,1,0,0,0,0,86
79,4,192,4,65000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
75,4,224,3,133000,0,0,0,0,0,0,0,0,0,0,1,0,0,80
62,4,205,3,103000,0,0,0,0,0,0,0,0,0,0,0,0,1,59
75,3,232,3,64000,0,0,0,0,0,0,0,0,0,0,1,0,0,53
78,4,208,3,132000,0,0,0,0,0,0,0,0,0,0,0,0,1,50
75,4,220,3,63000,0,0,0,0,0,0,0,0,0,0,0,1,0,31
64,3,138,3,64000,0,0,0,0,0,0,0,0,0,0,1,0,0,55
63,4,167,3,70000,1,0,0,0,0,0,0,0,0,0,0,0,0,37
60,4,206,3,122000,0,0,0,0,0,0,0,0,0,0,1,0,0,78
50,3,156,3,132000,0,0,0,0,0,0,0,0,0,0,1,0,0,56
89,3,196,3,71000,0,0,0,0,0,0,0,0,1,0,0,0,0,75
63,3,172,4,72000,0,1,0,0,0,0,0,0,0,0,0,0,0,73
62,3,240,3,73000,1,0,0,0,0,0,0,0,0,0,0,0,0,61
66,4,229,3,115000,1,0,0,0,0,0,0,0,0,0,0,0,0,68
71,4,145,3,137000,0,0,0,0,0,0,0,0,1,0,0,0,0,58
84,3,188,4,124000,0,0,0,0,0,0,0,0,0,0,1,0,0,77
92,3,222,4,120000,0,0,0,0,0,0,0,0,0,0,1,0,0,61
58,4,152,3,63000,0,0,0,0,0,0,0,0,0,0,0,0,1,44
62,4,185,3,56000,0,0,0,0,1,0,0,0,0,0,0,0,0,51
71,4,256,3,139000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
68,3,226,3,131000,0,0,0,0,0,0,0,0,0,0,0,0,1,62
86,4,260,3,65000,0,0,0,0,0,1,0,0,0,0,0,0,0,51
56,4,149,3,133000,1,0,0,0,0,0,0,0,0,0,0,0,0,69
90,4,165,3,112000,0,0,0,0,0,0,0,0,1,0,0,0,0,81
93,3,250,3,62000,0,0,0,0,0,1,0,0,0,0,0,0,0,70
90,4,185,3,59000,0,1,0,0,0,0,0,0,0,0,0,0,0,75
72,3,182,3,146000,0,0,0,0,0,0,0,0,0,0,1,0,0,59
67,4,216,3,56000,1,0,0,0,0,0,0,0,0,0,0,0,0,81
87,3,238,3,115000,1,0,0,0,0,0,0,0,0,0,0,0,0,72
56,3,259,3,117000,0,0,0,0,0,1,0,0,0,0,0,0,0,65
58,3,241,3,64000,0,0,0,0,0,0,0,0,0,0,0,1,0,74
52,4,141,3,139000,0,0,0,0,0,0,0,0,0,0,0,1,0,73
65,3,264,4,61000,0,0,0,0,1,0,0,0,0,0,0,0,0,25
68,4,242,4,63000,0,0,0,0,0,0,0,0,0,0,0,0,1,71
63,3,181,3,108000,0,0,0,0,0,0,1,0,0,0,0,0,0,49
88,4,206,4,101000,0,0,0,1,0,0,0,0,0,0,0,0,0,76
66,4,156,3,59000,0,0,0,0,0,0,0,0,0,0,0,0,1,78
90,3,195,3,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,83
57,3,162,3,122000,0,0,0,0,0,0,0,0,1,0,0,0,0,51
63,3,204,3,141000,0,0,0,0,0,0,0,0,0,0,0,0,1,52
86,4,196,4,71000,0,0,0,1,0,0,0,0,0,0,0,0,0,61
55,3,217,3,111000,0,0,0,0,0,0,0,0,0,0,0,1,0,77
60,3,218,3,73000,0,0,0,0,0,0,0,0,0,0,1,0,0,57
81,4,189,3,128000,0,0,0,0,0,0,0,0,0,0,1,0,0,59
76,3,195,3,103000,0,0,0,0,0,0,0,0,0,0,0,0,1,57
85,4,157,3,126000,0,0,0,0,0,0,0,0,0,0,0,0,1,54
62,4,138,3,63000,0,0,0,0,0,0,0,0,0,0,0,0,1,84
94,4,175,3,125000,0,0,0,0,0,0,0,0,0,0,1,0,0,49
59,4,139,3,69000,0,0,0,0,1,0,0,0,0,0,0,0,0,79
84,4,186,3,61000,0,0,0,1,0,0,0,0,0,0,0,0,0,72
83,3,146,3,101000,0,0,0,0,0,0,0,0,0,0,0,1,0,75
58,3,197,3,135000,0,0,0,0,0,0,0,0,0,0,0,1,0,80
90,3,146,3,110000,0,0,0,0,0,0,0,0,1,0,0,0,0,59
77,3,233,3,112000,0,0,0,0,0,0,0,0,0,0,1,0,0,73
80,4,231,3,129000,0,0,0,0,0,0,0,0,0,0,1,0,0,51
79,4,154,3,132000,1,0,0,0,0,0,0,0,0,0,0,0,0,72
66,4,218,4,68000,0,0,0,0,0,1,0,0,0,0,0,0,0,88
62,4,227,4,68000,0,0,0,0,0,0,0,0,0,0,0,0,1,59
76,3,246,3,108000,0,0,0,0,0,0,0,0,0,0,1,0,0,75
60,4,182,3,112000,0,0,0,0,0,0,0,0,0,0,0,1,0,60
75,4,222,3,71000,0,0,0,0,0,0,1,0,0,0,0,0,0,58
62,4,247,4,62000,0,0,0,0,0,0,0,0,0,0,1,0,0,73
74,3,183,3,135000,0,0,0,0,0,0,0,0,0,0,1,0,0,76
78,4,212,3,73000,0,0,0,0,0,0,1,0,0,0,0,0,0,77
76,3,197,3,118000,0,0,0,0,0,0,0,0,0,0,0,0,1,91
84,3,156,4,74000,0,1,0,0,0,0,0,0,0,0,0,0,0,50
86,4,240,3,59000,0,0,0,0,0,0,0,0,0,0,0,0,1,78
58,3,140,3,104000,0,0,0,0,0,0,0,0,0,0,0,1,0,87
74,4,151,4,108000,0,0,0,0,0,0,0,0,0,0,1,0,0,87
61,4,166,4,67000,0,0,0,0,0,0,0,0,0,0,0,0,1,36
89,4,177,3,119000,0,0,0,0,0,0,0,0,0,0,0,0,1,85
66,4,229,3,116000,1,0,0,0,0,0,0,0,0,0,0,0,0,68
59,4,177,4,115000,0,0,0,0,0,0,0,0,0,0,1,0,0,74
58,3,257,3,109000,0,0,0,0,0,1,0,0,0,0,0,0,0,91
86,4,266,4,65000,0,0,0,0,0,0,0,0,1,0,0,0,0,32
57,3,144,4,124000,0,0,0,0,0,0,0,0,0,0,1,0,0,58
82,4,257,3,103000,0,0,0,0,0,0,0,0,0,0,1,0,0,66
66,4,150,4,61000,0,0,0,0,0,0,0,0,0,0,0,0,1,50
57,4,227,4,107000,0,0,0,0,0,0,0,0,0,0,0,1,0,69
55,3,195,3,139000,1,0,0,0,0,0,0,0,0,0,0,0,0,90
57,4,185,3,112000,0,0,0,0,0,0,0,0,0,0,0,0,1,90
55,4,145,3,62000,0,0,0,0,0,0,0,0,0,0,0,0,1,72
93,4,233,3,126000,1,0,0,0,0,0,0,0,0,0,0,0,0,63
52,3,240,3,125000,0,0,0,0,0,1,0,0,0,0,0,0,0,64
59,3,260,3,132000,1,0,0,0,0,0,0,0,0,0,0,0,0,50
55,4,262,3,68000,0,0,0,0,0,0,0,0,0,0,0,1,0,74
92,3,219,3,100000,0,0,0,0,0,0,0,0,0,0,0,0,1,65
75,3,218,4,103000,0,0,0,0,1,0,0,0,0,0,0,0,0,42
92,3,264,3,69000,0,0,0,0,0,0,0,0,0,0,0,0,1,72
87,4,171,3,144000,0,0,0,0,0,1,0,0,0,0,0,0,0,49
72,3,143,4,119000,0,0,0,0,0,0,0,0,0,0,1,0,0,48
50,4,151,3,131000,0,0,0,0,0,0,0,0,0,0,0,0,1,79
68,4,254,3,60000,0,0,0,0,0,0,0,0,0,0,0,0,1,67
58,4,215,3,116000,0,0,0,0,0,0,0,0,0,0,0,1,0,74
76,3,170,3,59000,0,0,0,0,0,0,0,0,0,0,0,0,1,66
56,4,214,3,101000,0,0,0,0,1,0,0,0,0,0,0,0,0,70
50,4,167,3,111000,0,0,0,0,0,0,0,0,0,0,0,0,1,63
89,4,153,4,56000,0,0,0,0,0,0,0,0,0,0,1,0,0,86
54,4,191,3,119000,0,0,0,0,0,0,0,0,0,0,1,0,0,82
77,4,180,3,114000,0,0,0,0,0,0,0,0,0,0,1,0,0,50
73,3,241,3,69000,0,0,0,1,0,0,0,0,0,0,0,0,0,86
72,4,218,4,63000,1,0,0,0,0,0,0,0,0,0,0,0,0,72
93,4,263,3,112000,0,0,0,0,0,0,0,0,0,0,0,1,0,90
61,4,232,3,121000,0,0,0,0,0,0,0,0,0,0,0,0,1,49
71,3,190,3,121000,0,0,0,0,0,0,0,0,0,0,0,1,0,67
82,4,220,3,144000,0,0,0,0,0,0,0,0,0,0,1,0,0,79
82,3,244,3,61000,0,0,0,0,0,0,0,0,0,0,1,0,0,88
62,3,219,3,64000,0,0,0,0,0,0,0,0,0,0,1,0,0,59
55,3,217,4,129000,0,0,0,0,0,0,0,0,0,0,0,0,1,82
55,3,225,3,128000,0,0,0,0,0,0,0,0,0,0,1,0,0,77
51,4,138,4,128000,0,0,0,0,0,1,0,0,0,0,0,0,0,75
55,3,245,3,134000,0,0,0,0,0,0,0,0,0,0,1,0,0,61
73,3,257,3,62000,0,0,0,0,0,0,0,0,0,0,1,0,0,68
52,3,232,4,58000,0,0,0,0,0,0,1,0,0,0,0,0,0,84
58,3,183,4,134000,0,0,0,0,0,0,0,0,0,0,0,0,1,89
73,4,229,3,58000,0,0,0,0,0,0,0,0,0,0,1,0,0,51
75,3,259,4,110000,0,0,0,0,0,1,0,0,0,0,0,0,0,73
79,3,226,4,100000,0,0,0,0,0,0,0,0,0,0,1,0,0,70
65,4,184,3,62000,0,0,0,0,0,0,0,0,0,0,0,1,0,89
75,4,206,3,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,81
87,3,177,4,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,71
69,4,180,3,62000,0,1,0,0,0,0,0,0,0,0,0,0,0,26
90,3,210,3,143000,0,0,0,0,0,0,0,0,0,0,1,0,0,53
91,4,234,3,128000,0,0,0,0,0,0,0,0,0,0,1,0,0,86
73,3,245,4,59000,1,0,0,0,0,0,0,0,0,0,0,0,0,62
71,3,210,3,73000,0,0,0,0,0,0,0,0,0,0,0,0,1,73
54,3,190,3,124000,0,0,0,0,0,0,0,0,0,0,0,0,1,48
79,4,184,3,63000,0,0,0,0,0,1,0,0,0,0,0,0,0,68
72,3,193,4,71000,0,0,0,0,0,0,0,0,0,0,1,0,0,88
79,3,189,3,123000,1,0,0,0,0,0,0,0,0,0,0,0,0,71
50,3,170,3,146000,0,0,0,0,0,0,0,0,0,0,0,0,1,88
78,4,242,3,101000,0,0,0,1,0,0,0,0,0,0,0,0,0,83
87,3,220,3,60000,0,0,0,0,0,0,0,0,0,0,0,1,0,90
88,3,220,4,104000,0,0,0,1,0,0,0,0,0,0,0,0,0,88
54,3,222,4,59000,0,0,0,0,0,0,0,0,0,0,0,0,1,80
61,3,227,3,140000,0,0,0,1,0,0,0,0,0,0,0,0,0,78
82,3,178,3,69000,1,0,0,0,0,0,0,0,0,0,0,0,0,70
78,3,232,3,62000,0,0,0,0,0,0,0,0,0,0,1,0,0,68
76,3,237,3,137000,0,0,0,0,0,0,0,0,0,0,0,0,1,56
90,3,185,4,58000,0,0,0,0,0,0,1,0,0,0,0,0,0,69
67,4,156,3,72000,0,0,0,0,0,0,1,0,0,0,0,0,0,82
74,4,237,3,56000,0,0,0,0,0,0,0,0,0,0,0,0,1,69
82,3,206,4,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,51
75,4,240,4,56000,0,0,0,0,0,0,1,0,0,0,0,0,0,53
86,3,239,3,60000,1,0,0,0,0,0,0,0,0,0,0,0,0,61
72,4,254,3,71000,0,0,0,0,0,0,0,0,0,0,0,1,0,64
68,4,204,4,62000,0,0,0,0,0,0,0,0,0,0,0,1,0,90
69,4,216,4,66000,0,0,0,0,1,0,0,0,0,0,0,0,0,85
64,4,163,3,63000,0,0,0,0,0,0,0,0,0,0,0,0,1,62
57,4,141,3,133000,0,0,0,0,0,0,0,0,0,0,0,1,0,49
60,4,224,3,110000,0,0,0,0,0,0,0,0,0,0,1,0,0,73
81,4,260,3,125000,0,0,0,0,0,0,1,0,0,0,0,0,0,85
56,4,158,3,125000,0,0,0,0,0,0,0,0,0,0,0,0,1,91
84,4,173,4,132000,0,0,0,0,0,0,0,0,0,0,1,0,0,81
88,4,147,3,137000,0,0,0,0,0,0,0,0,0,0,0,1,0,50
58,3,246,3,100000,0,0,0,0,0,0,0,0,0,0,0,0,1,67
77,4,206,3,71000,0,0,0,0,0,0,0,0,0,0,1,0,0,74
62,3,191,3,126000,0,0,0,0,0,0,0,0,0,0,0,1,0,80
90,3,142,3,101000,0,0,0,0,0,0,0,0,0,0,0,1,0,63
50,3,198,3,58000,0,0,0,0,0,0,0,0,0,0,1,0,0,81
58,4,243,4,112000,0,0,0,0,0,0,0,0,0,0,1,0,0,77
60,4,252,3,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,90
91,4,161,3,66000,0,0,0,0,0,1,0,0,0,0,0,0,0,77
51,3,207,3,102000,0,0,0,0,0,0,0,0,1,0,0,0,0,61
55,4,191,4,71000,0,0,0,0,0,0,1,0,0,0,0,0,0,55
60,4,222,3,123000,0,0,0,0,0,0,0,0,0,0,0,0,1,73
61,4,171,3,71000,0,0,0,0,0,0,0,0,0,0,1,0,0,63
67,4,228,4,74000,0,0,0,0,0,0,0,0,0,0,0,1,0,85
91,4,252,3,133000,0,0,0,0,0,0,0,0,0,0,0,1,0,63
84,3,203,3,129000,0,1,0,0,0,0,0,0,0,0,0,0,0,80
69,4,147,3,145000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
83,4,249,3,57000,0,0,0,0,0,0,0,0,0,0,0,0,1,53
50,3,198,4,124000,1,0,0,0,0,0,0,0,0,0,0,0,0,82
61,3,236,3,137000,0,0,0,1,0,0,0,0,0,0,0,0,0,88
74,4,233,4,59000,0,0,0,0,1,0,0,0,0,0,0,0,0,65
64,4,246,3,132000,0,0,0,0,0,0,0,0,0,0,0,0,1,80
77,4,149,3,116000,0,0,0,0,0,0,0,0,0,0,1,0,0,31
51,3,159,3,74000,0,0,0,0,0,0,0,0,0,0,0,0,1,80
63,4,154,3,56000,0,0,0,1,0,0,0,0,0,0,0,0,0,85
59,3,210,3,143000,0,0,0,0,1,0,0,0,0,0,0,0,0,82
67,3,175,3,131000,0,0,0,0,0,0,1,0,0,0,0,0,0,83
55,4,148,3,61000,0,0,0,1,0,0,0,0,0,0,0,0,0,50
70,3,224,3,63000,0,0,0,0,0,0,0,0,0,0,1,0,0,70
83,4,195,3,106000,0,0,0,0,0,0,0,0,0,0,1,0,0,67
63,3,249,3,60000,1,0,0,0,0,0,0,0,0,0,0,0,0,71
69,4,165,3,59000,0,0,0,0,0,0,0,0,0,0,0,0,1,58
61,4,227,3,123000,0,0,0,0,0,0,0,0,0,0,0,0,1,68
89,3,201,3,103000,0,0,0,0,0,0,0,0,0,0,0,0,1,62
92,3,234,3,107000,0,1,0,0,0,0,0,0,0,0,0,0,0,48
62,4,186,3,58000,0,0,0,0,0,0,1,0,0,0,0,0,0,86
77,3,152,3,67000,0,0,0,0,0,0,0,0,0,0,0,0,1,29
62,3,222,3,143000,0,0,0,0,0,0,0,0,1,0,0,0,0,71
73,3,225,4,70000,0,0,0,0,0,0,0,0,0,0,0,1,0,75
66,4,178,3,60000,0,0,0,0,0,0,0,0,1,0,0,0,0,69
91,4,253,3,59000,1,0,0,0,0,0,0,0,0,0,0,0,0,86
81,4,264,4,137000,0,0,0,0,0,0,0,0,0,0,0,0,1,54
76,3,170,3,57000,0,0,0,0,0,0,0,0,0,0,0,0,1,66
90,3,227,3,122000,0,0,0,0,0,1,0,0,0,0,0,0,0,82
90,3,231,3,111000,1,0,0,0,0,0,0,0,0,0,0,0,0,89
57,4,224,4,146000,0,0,0,0,0,0,0,0,1,0,0,0,0,72
84,4,252,3,118000,0,0,0,0,0,0,0,0,0,0,0,0,1,48
63,3,150,3,103000,0,0,0,0,0,0,0,0,0,0,1,0,0,31
53,3,142,3,135000,0,0,0,0,0,0,1,0,0,0,0,0,0,50
59,4,169,3,61000,0,0,0,0,0,0,0,0,0,0,0,0,1,51
72,3,223,4,56000,1,0,0,0,0,0,0,0,0,0,0,0,0,78
78,3,175,3,110000,0,0,0,0,0,0,0,0,0,0,0,0,1,80
70,3,195,3,130000,0,0,0,0,0,0,0,0,0,0,1,0,0,91
62,4,160,3,105000,0,0,0,0,0,0,0,0,0,0,1,0,0,82
52,3,147,3,107000,0,0,0,0,0,0,0,0,0,0,0,0,1,80
90,3,212,3,134000,0,0,0,1,0,0,0,0,0,0,0,0,0,58
64,3,188,3,57000,0,0,0,0,0,0,0,0,0,0,0,1,0,40
77,3,193,3,68000,0,1,0,0,0,0,0,0,0,0,0,0,0,71
80,3,252,4,57000,0,0,0,0,0,0,1,0,0,0,0,0,0,52
83,4,222,3,136000,0,0,0,0,0,0,0,0,1,0,0,0,0,84
94,4,200,4,131000,0,0,0,0,0,0,0,0,0,0,1,0,0,80
65,4,212,3,112000,0,0,0,0,0,0,0,0,0,0,1,0,0,62
84,3,194,3,69000,0,0,0,0,0,0,1,0,0,0,0,0,0,82
81,4,192,3,63000,0,1,0,0,0,0,0,0,0,0,0,0,0,65
50,4,189,3,141000,1,0,0,0,0,0,0,0,0,0,0,0,0,64
81,4,233,4,58000,0,0,0,0,0,0,0,0,0,0,0,1,0,82
84,4,251,4,71000,0,0,0,0,1,0,0,0,0,0,0,0,0,59
68,4,217,3,108000,0,0,0,0,0,0,0,0,0,0,1,0,0,87
93,3,217,3,74000,0,0,0,0,0,0,0,0,0,0,0,0,1,55
56,3,239,3,67000,0,0,0,0,0,0,0,0,0,0,0,0,1,64
72,4,197,3,58000,0,0,0,0,0,0,0,0,0,0,0,1,0,73
85,3,145,3,136000,0,0,0,0,0,0,0,0,0,0,1,0,0,62
69,3,200,3,73000,0,0,0,0,0,0,0,0,0,0,1,0,0,59
60,3,180,4,142000,0,0,0,0,0,0,0,0,0,0,0,0,1,55
53,4,162,3,67000,0,0,0,0,0,0,0,0,0,0,0,0,1,82
70,4,175,3,126000,1,0,0,0,0,0,0,0,0,0,0,0,0,61
77,3,233,3,106000,0,0,0,0,0,0,0,0,0,0,1,0,0,73
70,4,185,4,131000,0,0,0,0,0,0,0,0,0,0,0,0,1,68
63,4,153,3,62000,0,0,0,0,0,0,0,0,0,0,1,0,0,59
72,3,213,3,65000,0,0,0,0,0,1,0,0,0,0,0,0,0,91
53,4,166,3,66000,0,0,0,1,0,0,0,0,0,0,0,0,0,74
83,4,181,3,71000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
93,3,200,3,70000,0,0,0,0,0,0,0,0,1,0,0,0,0,78
56,3,229,3,71000,0,0,0,0,0,0,0,0,0,0,0,0,1,48
73,3,244,3,139000,0,0,0,0,0,0,0,0,0,0,0,1,0,66
72,4,161,3,72000,0,0,0,1,0,0,0,0,0,0,0,0,0,83
